Key	Value
[NAME]运起灵视神观，瞬间毒瘴之中的情景一览无遗。[NAME]向着毒瘴深处进入，竟然发现一尊在毒瘴中保留完整的遗骸，一番搜索之下，[NAME]找到了几本书册和许多宝物丹药。	[NAME]运起灵视神观，瞬间毒瘴之中的情景一览无遗。[NAME]向着毒瘴深处进入，竟然发现一尊在毒瘴中保留完整的遗骸，一番搜索之下，[NAME]找到了几本书册和许多宝物丹药。
[NAME]运起灵视神观，瞬间毒瘴之中的情景一览无遗。[NAME]找到一名陨落其中的修行者遗骸。一番搜索之下，找到了一些有用的宝贝。	[NAME]运起灵视神观，瞬间毒瘴之中的情景一览无遗。[NAME]找到一名陨落其中的修行者遗骸。一番搜索之下，找到了一些有用的宝贝。
[NAME]运起灵视神观，瞬间毒瘴之中的情景一览无遗。[NAME]找到一名陨落其中的修行者遗骸。一番搜索之下，找到了一些有用的丹药。	[NAME]运起灵视神观，瞬间毒瘴之中的情景一览无遗。[NAME]找到一名陨落其中的修行者遗骸。一番搜索之下，找到了一些有用的丹药。
[NAME]刚进入一小段时间就觉得浑身发出奇痒，[NAME]知道不妙，慌忙退出……	[NAME]刚进入一小段时间就觉得浑身发出奇痒，[NAME]知道不妙，慌忙退出……
[NAME]知道此地凶险，如无特殊功法改换体质，万万不可进入。	[NAME]知道此地凶险，如无特殊功法改换体质，万万不可进入。
天命阁正门被禁法层层封印，正中悬浮四个字：命定者入。[NAME]刚准备尝试破解禁法，却发现禁法竟然自动展开，将[IT]迎入其中，仿佛等待已久一般。	天命阁正门被禁法层层封印，正中悬浮四个字：命定者入。[NAME]刚准备尝试破解禁法，却发现禁法竟然自动展开，将[IT]迎入其中，仿佛等待已久一般。
[NAME]进入天命阁，发现天命阁空空荡荡，只有中心漂浮一把晶莹剔透的法宝，正是南宫红持之渡劫本命法宝。[NAME]取走法宝的同时，就被传送出了天命阁。	[NAME]进入天命阁，发现天命阁空空荡荡，只有中心漂浮一把晶莹剔透的法宝，正是南宫红持之渡劫本命法宝。[NAME]取走法宝的同时，就被传送出了天命阁。
坤元乾坤刀	坤元乾坤刀
古仙南宫红持之渡劫的本命法宝。\n[color=#D06508]以此感谢本游戏第一位渡劫成功的玩家：琼楼[/color]	古仙南宫红持之渡劫的本命法宝。\n[color=#D06508]以此感谢本游戏第一位渡劫成功的玩家：琼楼[/color]
天命阁正门被禁法层层封印，正中悬浮四个字：命定者入。[NAME]尝试破解禁法，但却毫无进展，只得无奈作罢，离开此地。	天命阁正门被禁法层层封印，正中悬浮四个字：命定者入。[NAME]尝试破解禁法，但却毫无进展，只得无奈作罢，离开此地。
万宝殿中心的玉案上摆放有一个石匣，石匣之上有一道炼制一半的断灵锁。想要取出石匣中的物品，只有将未完成的断灵锁练成才可。	万宝殿中心的玉案上摆放有一个石匣，石匣之上有一道炼制一半的断灵锁。想要取出石匣中的物品，只有将未完成的断灵锁练成才可。
[NAME]尝试修复断灵锁，所幸其炼器之术精湛，有惊无险的完成了炼制。得到了石匣之中的一册秘籍。	[NAME]尝试修复断灵锁，所幸其炼器之术精湛，有惊无险的完成了炼制。得到了石匣之中的一册秘籍。
[NAME]尝试修复断灵锁，奈何自己对炼器一道着实不太精通，无法完成，只能放弃。	[NAME]尝试修复断灵锁，奈何自己对炼器一道着实不太精通，无法完成，只能放弃。
[NAME]进入藏经楼之中，发现藏经楼竟然空空荡荡，只有四周的墙壁上仿佛有无数人影或打坐，或腾跃，瞬息千变，眼花缭乱。	[NAME]进入藏经楼之中，发现藏经楼竟然空空荡荡，只有四周的墙壁上仿佛有无数人影或打坐，或腾跃，瞬息千变，眼花缭乱。
[NAME]尝试凝神细看，竟然觉得这些人影之中奥妙无穷，推算之下，从中悟出了一套精妙无比的心法。	[NAME]尝试凝神细看，竟然觉得这些人影之中奥妙无穷，推算之下，从中悟出了一套精妙无比的心法。
[NAME]尝试凝神细看，竟然觉得意识一阵模糊，险些昏死过去。想必是因为境界不够，无法参悟这些人影中的信息。[NAME]无奈之下，只能离去。	[NAME]尝试凝神细看，竟然觉得意识一阵模糊，险些昏死过去。想必是因为境界不够，无法参悟这些人影中的信息。[NAME]无奈之下，只能离去。
这里没什么好逛的，还是离开吧。	这里没什么好逛的，还是离开吧。
[NAME]进入仙府在大殿发现一尊栩栩如生，盘膝而坐的塑像，塑像前有一小桌，桌上摆放有一本秘籍与一张符箓。[NAME]知道这便是袁若雪的仙人遗蜕，对遗蜕鞠躬致敬，而后收起桌上的宝物，恭敬离去。	[NAME]进入仙府在大殿发现一尊栩栩如生，盘膝而坐的塑像，塑像前有一小桌，桌上摆放有一本秘籍与一张符箓。[NAME]知道这便是袁若雪的仙人遗蜕，对遗蜕鞠躬致敬，而后收起桌上的宝物，恭敬离去。
[NAME]刚进入仙府，浑身的灵气突然沸腾，竟然有失控的迹象。好像整座仙府的禁制在排斥身负天谴之人的窥探。[NAME]无可奈何，只能离去。	[NAME]刚进入仙府，浑身的灵气突然沸腾，竟然有失控的迹象。好像整座仙府的禁制在排斥身负天谴之人的窥探。[NAME]无可奈何，只能离去。
[NAME]仔细探查了阵图，却发现以自己的修为完全不能理解这作阵图的原理。顺着阵法脉络来到阵眼之处，[NAME]竟然发现了四枚凝练而成的天劫之息！	[NAME]仔细探查了阵图，却发现以自己的修为完全不能理解这作阵图的原理。顺着阵法脉络来到阵眼之处，[NAME]竟然发现了四枚凝练而成的天劫之息！
“难道这座阵法的作用便是束缚天劫，并利用其量产天劫之息？”[NAME]被自己的猜测震惊了！	“难道这座阵法的作用便是束缚天劫，并利用其量产天劫之息？”[NAME]被自己的猜测震惊了！
[NAME]仔细研究阵图，然而依然毫无所获，应当是缺少了什么关键的线索。	[NAME]仔细研究阵图，然而依然毫无所获，应当是缺少了什么关键的线索。
此阵闻所未闻，当是青莲仙人飞升前毕生心血所布。不知道青莲仙人留在人间的道统中是否有蛛丝马迹的信息存在。	此阵闻所未闻，当是青莲仙人飞升前毕生心血所布。不知道青莲仙人留在人间的道统中是否有蛛丝马迹的信息存在。
[NAME]走到木桌前，发现木桌上摆放有一张阵图。阵图之上有四个凹槽似乎是阵眼之类的关键所在。	[NAME]走到木桌前，发现木桌上摆放有一张阵图。阵图之上有四个凹槽似乎是阵眼之类的关键所在。
[NAME]凝神查看，发现东方的凹槽正微微发亮。不过此处阵图已经点亮了。	[NAME]凝神查看，发现东方的凹槽正微微发亮。不过此处阵图已经点亮了。
[NAME]凝神查看，发现东方的凹槽正微微发亮。	[NAME]凝神查看，发现东方的凹槽正微微发亮。
[NAME]凝神查看，发现南方的凹槽正微微发亮。不过此处阵图已经点亮了。	[NAME]凝神查看，发现南方的凹槽正微微发亮。不过此处阵图已经点亮了。
[NAME]凝神查看，发现南方的凹槽正微微发亮。	[NAME]凝神查看，发现南方的凹槽正微微发亮。
[NAME]凝神查看，发现西方的凹槽正微微发亮。不过此处阵图已经点亮了。	[NAME]凝神查看，发现西方的凹槽正微微发亮。不过此处阵图已经点亮了。
[NAME]凝神查看，发现西方的凹槽正微微发亮。	[NAME]凝神查看，发现西方的凹槽正微微发亮。
[NAME]凝神查看，发现北方的凹槽正微微发亮。不过此处阵图已经点亮了。	[NAME]凝神查看，发现北方的凹槽正微微发亮。不过此处阵图已经点亮了。
[NAME]凝神查看，发现北方的凹槽正微微发亮。	[NAME]凝神查看，发现北方的凹槽正微微发亮。
这部分阵图已经被点亮了。	这部分阵图已经被点亮了。
[NAME]尝试对发亮的凹槽中注入法力。只见一道道碧绿的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。	[NAME]尝试对发亮的凹槽中注入法力。只见一道道碧绿的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。
[NAME]尝试对发亮的凹槽中注入法力。只见一道道赤红的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。	[NAME]尝试对发亮的凹槽中注入法力。只见一道道赤红的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。
[NAME]尝试对发亮的凹槽中注入法力。只见一道道灿金的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。	[NAME]尝试对发亮的凹槽中注入法力。只见一道道灿金的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。
[NAME]尝试对发亮的凹槽中注入法力。只见一道道漆黑的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。	[NAME]尝试对发亮的凹槽中注入法力。只见一道道漆黑的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。
随着最后一片阵图被点亮，整张阵图光华大放。化做一张图卷投入[NAME]怀中	随着最后一片阵图被点亮，整张阵图光华大放。化做一张图卷投入[NAME]怀中
[NAME]尝试对发亮的凹槽中注入法力。没想到阵图上传来一股绝强的反震之力。瞬间将[NAME]的经脉震伤。	[NAME]尝试对发亮的凹槽中注入法力。没想到阵图上传来一股绝强的反震之力。瞬间将[NAME]的经脉震伤。
真气反震	真气反震
[NAME]尝试对发亮的凹槽中注入法力。然而注入的法力如同泥牛入海，毫无踪迹。	[NAME]尝试对发亮的凹槽中注入法力。然而注入的法力如同泥牛入海，毫无踪迹。
[NAME]游览山中景色，竟然发现一件奇怪的事。一般而言，独立大千世界之外的洞天福地往往不具备日升月落，四季流转之变化。然而以自身元神期的修为感应，此处洞天竟然能明显感到节气阴阳的流转，四季变化居然与外界完全一致。	[NAME]游览山中景色，竟然发现一件奇怪的事。一般而言，独立大千世界之外的洞天福地往往不具备日升月落，四季流转之变化。然而以自身元神期的修为感应，此处洞天竟然能明显感到节气阴阳的流转，四季变化居然与外界完全一致。
“这是沟通大千小千的大神通啊！”意识到这一点的同时，[NAME]被道法无垠之玄妙震撼，竟然大有所悟。	“这是沟通大千小千的大神通啊！”意识到这一点的同时，[NAME]被道法无垠之玄妙震撼，竟然大有所悟。
[NAME]游览山中景色，觉得此地仙境真的美轮美奂。不过[NAME]总觉得这里和自己去过的其他洞天福地有什么不一样的地方。	[NAME]游览山中景色，觉得此地仙境真的美轮美奂。不过[NAME]总觉得这里和自己去过的其他洞天福地有什么不一样的地方。
“毕竟是青莲仙人缔造的仙境，有些不同也是理所应当嘛！”[NAME]并没有深究这件事。	“毕竟是青莲仙人缔造的仙境，有些不同也是理所应当嘛！”[NAME]并没有深究这件事。
[NAME]漫步游览，发现此时如外界一般，正是春天时分，万物复苏。	[NAME]漫步游览，发现此时如外界一般，正是春天时分，万物复苏。
[NAME]漫步游览，发现此时如外界一般，正是夏天时分，烈日高照。	[NAME]漫步游览，发现此时如外界一般，正是夏天时分，烈日高照。
[NAME]漫步游览，发现此时如外界一般，正是秋天时分，满山金红。	[NAME]漫步游览，发现此时如外界一般，正是秋天时分，满山金红。
[NAME]漫步游览，发现此时如外界一般，正是冬天时分，银装素裹。	[NAME]漫步游览，发现此时如外界一般，正是冬天时分，银装素裹。
[NAME]无意之间发现了登仙台上杂乱的纹理竟然是反向书写的古代篆文，他将所有的篆文转录下来并施法，成功打开了一间隐藏的密室，并获得了东华帝君留下的传承。	[NAME]无意之间发现了登仙台上杂乱的纹理竟然是反向书写的古代篆文，他将所有的篆文转录下来并施法，成功打开了一间隐藏的密室，并获得了东华帝君留下的传承。
[NAME]尽可能的探索了登仙台的每一寸土地，但还是一无所获。	[NAME]尽可能的探索了登仙台的每一寸土地，但还是一无所获。
东华帝君的遗迹已经被有缘人得到，[NAME]欣赏了一下此处的风景就离开此地。	东华帝君的遗迹已经被有缘人得到，[NAME]欣赏了一下此处的风景就离开此地。
[NAME]怀着虔诚之心进入飞雷洞，发现此地布置异常简单，只有一张石床和一张石桌，除去石桌上四角有四个似乎久用而磨出的凹痕，并没有什么异常。	[NAME]怀着虔诚之心进入飞雷洞，发现此地布置异常简单，只有一张石床和一张石桌，除去石桌上四角有四个似乎久用而磨出的凹痕，并没有什么异常。
[NAME]行礼以示尊敬，刚准备离开此地，突然福至心灵。[NAME]竟然莫名想起青莲山山腰竹庐中的神秘阵图。	[NAME]行礼以示尊敬，刚准备离开此地，突然福至心灵。[NAME]竟然莫名想起青莲山山腰竹庐中的神秘阵图。
